|target.n.bnc.22|     target%1:10:00::
|competition.n.bnc.6331|     competition%1:24:01::
|competition.n.Finance.2806|     competition%1:24:01::
|competition.n.Sports.2800|     competition%1:24:01::
|competition.n.bnc.6407|     competition%1:24:01::
|competition.n.Finance.2846|     competition%1:24:01::
|competition.n.Sports.2805|     competition%1:24:01::
|country.n.bnc.1038|     country%1:15:00::
|country.n.Finance.332|     not found
|country.n.Sports.56|     country%1:15:00::
|country.n.bnc.1173|     country%1:15:00::
|country.n.Finance.646|     country%1:15:00::
|country.n.Sports.71|     country%1:15:00::
|country.n.bnc.1360|     country%1:15:00::
|country.n.Finance.893|     country%1:15:00::
|country.n.Sports.102|     country%1:15:00::
|country.n.bnc.1429|     country%1:15:00::
|country.n.Finance.1241|     country%1:15:00::
|country.n.Sports.110|     not found
|country.n.bnc.1440|     country%1:15:00::
|country.n.Finance.2498|     not found
|country.n.Sports.111|     country%1:15:00::
|country.n.bnc.1598|     country%1:15:00::
|country.n.Finance.3494|     country%1:15:00::
|country.n.Sports.113|     not found
|country.n.bnc.2221|     country%1:15:00::
|country.n.Finance.3509|     country%1:15:00::
|country.n.Sports.130|     country%1:15:00::
|country.n.bnc.2223|     country%1:15:00::
|country.n.Finance.3622|     country%1:15:00::
|country.n.Sports.141|     country%1:15:00::
|country.n.bnc.2385|     country%1:15:00::
|country.n.Finance.4244|     country%1:15:00::
|country.n.Sports.142|     country%1:15:00::
|country.n.bnc.2501|     country%1:15:00::
|country.n.Finance.4479|     not found
|country.n.Sports.148|     country%1:15:00::
|country.n.bnc.2598|     country%1:15:00::
|country.n.Finance.5840|     country%1:15:00::
|country.n.Sports.150|     country%1:15:00::
|country.n.bnc.2616|     country%1:15:00::
|country.n.Finance.6538|     not found
|country.n.Sports.155|     country%1:15:00::
|country.n.bnc.2789|     country%1:15:00::
|country.n.Finance.6824|     not found
|country.n.Sports.156|     country%1:15:00::
|country.n.bnc.2896|     country%1:15:00::
|country.n.Finance.8865|     not found
|country.n.Sports.168|     country%1:15:00::
|country.n.bnc.3091|     country%1:15:00::
|country.n.Finance.8929|     country%1:15:00::
|country.n.Sports.199|     not found
|country.n.bnc.3115|     country%1:15:00::
|country.n.Finance.9263|     not found
|country.n.Sports.256|     country%1:15:00::
|country.n.bnc.3177|     country%1:15:00::
|country.n.Finance.9912|     not found
|country.n.Sports.271|     country%1:15:00::
|country.n.bnc.3266|     country%1:15:00::
|country.n.Finance.10125|     country%1:15:00::
|country.n.Sports.282|     not found
|country.n.bnc.3421|     country%1:15:00::
|country.n.Finance.10547|     not found
|country.n.Sports.334|     country%1:15:00::
|country.n.bnc.3435|     country%1:15:00::
|country.n.Finance.11485|     country%1:15:00::
|country.n.Sports.351|     country%1:15:00::
|country.n.bnc.3572|     country%1:15:00::
|country.n.Finance.11928|     not found
|country.n.Sports.358|     country%1:15:00::
|country.n.bnc.3812|     country%1:15:00::
|country.n.Finance.12673|     country%1:15:00::
|country.n.Sports.363|     country%1:15:00::
|country.n.bnc.4086|     country%1:15:00::
|country.n.Finance.12742|     country%1:15:00::
|country.n.Sports.375|     not found
|country.n.bnc.4322|     country%1:15:00::
|country.n.Finance.13337|     country%1:15:00::
|country.n.Sports.379|     country%1:15:00::
|country.n.bnc.5062|     country%1:15:00::
|country.n.Finance.13719|     country%1:15:00::
|country.n.Sports.392|     country%1:15:00::
|country.n.bnc.5646|     country%1:15:00::
|country.n.Finance.13908|     not found
|country.n.Sports.402|     not found
|country.n.bnc.5656|     country%1:15:00::
|country.n.Finance.14942|     not found
|country.n.Sports.422|     country%1:15:00::
|country.n.bnc.5750|     country%1:15:00::
|country.n.Finance.15244|     not found
|country.n.Sports.557|     country%1:15:00::
|country.n.bnc.5952|     country%1:15:00::
|country.n.Finance.15350|     not found
|country.n.Sports.559|     country%1:15:00::
|country.n.bnc.6007|     country%1:15:00::
|country.n.Finance.15571|     not found
|country.n.Sports.568|     not found
|country.n.bnc.6895|     country%1:15:00::
|country.n.Finance.15667|     country%1:15:00::
|country.n.Sports.584|     country%1:15:00::
|country.n.bnc.7040|     country%1:15:00::
|country.n.Finance.16236|     not found
|country.n.Sports.595|     country%1:15:00::
|country.n.bnc.7042|     country%1:15:00::
|country.n.Finance.16461|     not found
|country.n.Sports.602|     country%1:15:00::
|country.n.bnc.7570|     country%1:15:00::
|country.n.Finance.16606|     not found
|country.n.Sports.621|     country%1:15:00::
|country.n.bnc.7655|     country%1:15:00::
|country.n.Finance.16817|     not found
|country.n.Sports.664|     country%1:15:00::
|country.n.bnc.7933|     country%1:15:00::
|country.n.Finance.17335|     country%1:15:00::
|country.n.Sports.694|     country%1:15:00::
|country.n.bnc.8071|     country%1:15:00::
|country.n.Finance.18127|     not found
|country.n.Sports.728|     not found
|country.n.bnc.8648|     country%1:15:00::
|country.n.Finance.18128|     not found
|country.n.Sports.757|     country%1:15:00::
|country.n.bnc.8705|     country%1:15:00::
|country.n.Finance.18585|     not found
|country.n.Sports.787|     country%1:15:00::
|country.n.bnc.8714|     country%1:15:00::
|country.n.Finance.19539|     not found
|country.n.Sports.835|     country%1:15:00::
|country.n.bnc.8878|     country%1:15:00::
|country.n.Finance.19666|     not found
|country.n.Sports.857|     country%1:15:00::
|country.n.bnc.9038|     country%1:15:00::
|country.n.Finance.19686|     not found
|country.n.Sports.877|     country%1:15:00::
|country.n.bnc.9149|     country%1:15:00::
|country.n.Finance.19701|     not found
|country.n.Sports.881|     country%1:15:00::
|country.n.bnc.9245|     country%1:15:00::
|country.n.Finance.19714|     not found
|country.n.Sports.899|     not found
|country.n.bnc.9611|     country%1:15:00::
|country.n.Finance.20143|     country%1:15:00::
|country.n.Sports.907|     country%1:15:00::
|country.n.bnc.9760|     country%1:15:00::
|country.n.Finance.20383|     country%1:15:00::
|country.n.Sports.927|     country%1:15:00::
|country.n.bnc.10051|     country%1:15:00::
|country.n.Finance.20623|     country%1:15:00::
|country.n.Sports.944|     country%1:15:00::
|country.n.bnc.10376|     country%1:15:00::
|country.n.Finance.21007|     not found
|country.n.Sports.959|     country%1:15:00::
|country.n.bnc.10663|     country%1:15:00::
|country.n.Finance.21205|     country%1:15:00::
|country.n.Sports.989|     not found
|country.n.bnc.10858|     country%1:15:00::
|country.n.Finance.21850|     country%1:15:00::
|country.n.Sports.1006|     country%1:15:00::
|country.n.bnc.11172|     country%1:15:00::
|country.n.Finance.22429|     not found
|country.n.Sports.1028|     country%1:15:00::
|country.n.bnc.11592|     country%1:15:00::
|country.n.Finance.22514|     not found
|country.n.Sports.1049|     not found
|country.n.bnc.11844|     country%1:15:00::
|country.n.Finance.22594|     country%1:15:00::
|country.n.Sports.1057|     country%1:15:00::
|country.n.bnc.11848|     country%1:15:00::
|country.n.Finance.22860|     country%1:15:00::
|country.n.Sports.1085|     not found
|country.n.bnc.11996|     country%1:15:00::
|country.n.Finance.23112|     country%1:15:00::
|country.n.Sports.1113|     country%1:15:00::
|country.n.bnc.12082|     country%1:15:00::
|country.n.Finance.23546|     country%1:15:00::
|country.n.Sports.1147|     country%1:15:00::
|country.n.bnc.12206|     country%1:15:00::
|country.n.Finance.23608|     country%1:15:00::
|country.n.Sports.1205|     country%1:15:00::
|country.n.bnc.12270|     country%1:15:00::
|country.n.Finance.23771|     country%1:15:00::
|country.n.Sports.1229|     not found
|country.n.bnc.12414|     country%1:15:00::
|country.n.Finance.24602|     country%1:15:00::
|country.n.Sports.1233|     not found
|country.n.bnc.12555|     country%1:15:00::
|country.n.Finance.24760|     country%1:15:00::
|country.n.Sports.1242|     not found
|country.n.bnc.12686|     country%1:15:00::
|country.n.Finance.25031|     not found
|country.n.Sports.1297|     not found
|country.n.bnc.12845|     country%1:15:00::
|country.n.Finance.25143|     country%1:15:00::
|country.n.Sports.1346|     country%1:15:00::
|country.n.bnc.13068|     country%1:15:00::
|country.n.Finance.25151|     country%1:15:00::
|country.n.Sports.1368|     not found
|country.n.bnc.13081|     country%1:15:00::
|country.n.Finance.25903|     country%1:15:00::
|country.n.Sports.1397|     not found
|country.n.bnc.13571|     country%1:15:00::
|country.n.Finance.26053|     not found
|country.n.Sports.1403|     country%1:15:00::
|country.n.bnc.13582|     country%1:15:00::
|country.n.Finance.26130|     not found
|country.n.Sports.1442|     country%1:15:00::
|country.n.bnc.13830|     country%1:15:00::
|country.n.Finance.26422|     country%1:15:00::
|country.n.Sports.1512|     country%1:15:00::
|country.n.bnc.13972|     country%1:15:00::
|country.n.Finance.26531|     country%1:15:00::
|country.n.Sports.1531|     country%1:15:00::
|country.n.bnc.14013|     country%1:15:00::
|country.n.Finance.27698|     not found
|country.n.Sports.1543|     country%1:15:00::
|country.n.bnc.14113|     country%1:15:00::
|country.n.Finance.28125|     country%1:15:00::
|country.n.Sports.1584|     not found
|country.n.bnc.14114|     country%1:15:00::
|country.n.Finance.28734|     country%1:15:00::
|country.n.Sports.1622|     country%1:15:00::
|country.n.bnc.14359|     country%1:15:00::
|country.n.Finance.28811|     country%1:15:00::
|country.n.Sports.1631|     country%1:15:00::
|country.n.bnc.14695|     country%1:15:00::
|country.n.Finance.29167|     country%1:15:00::
|country.n.Sports.1742|     not found
|country.n.bnc.14729|     country%1:15:00::
|country.n.Finance.29496|     country%1:15:00::
|country.n.Sports.1760|     country%1:15:00::
|country.n.bnc.14787|     country%1:15:00::
|country.n.Finance.29832|     country%1:15:00::
|country.n.Sports.1799|     country%1:15:00::
|country.n.bnc.15218|     country%1:15:00::
|country.n.Finance.30258|     country%1:15:00::
|country.n.Sports.1826|     country%1:15:00::
|country.n.bnc.15219|     country%1:15:00::
|country.n.Finance.30791|     country%1:15:00::
|country.n.Sports.1863|     country%1:15:00::
|country.n.bnc.15480|     country%1:15:00::
|country.n.Finance.31046|     country%1:15:00::
|country.n.Sports.1882|     country%1:15:00::
|country.n.bnc.15550|     country%1:15:00::
|country.n.Finance.31520|     country%1:15:00::
|country.n.Sports.1899|     not found
|country.n.bnc.16208|     country%1:15:00::
|country.n.Finance.31961|     country%1:15:00::
|country.n.Sports.1904|     country%1:15:00::
|country.n.bnc.16434|     country%1:15:00::
|country.n.Finance.32806|     not found
|country.n.Sports.1917|     country%1:15:00::
|country.n.bnc.16459|     country%1:15:00::
|country.n.Finance.32821|     not found
|country.n.Sports.1947|     not found
|country.n.bnc.16503|     country%1:15:00::
|country.n.Finance.33127|     country%1:15:00::
|country.n.Sports.1978|     not found
|country.n.bnc.16708|     country%1:15:00::
|country.n.Finance.33144|     not found
|country.n.Sports.1998|     country%1:15:00::
|country.n.bnc.16834|     country%1:15:00::
|country.n.Finance.33696|     not found
|country.n.Sports.2034|     country%1:15:00::
|country.n.bnc.16942|     country%1:15:00::
|country.n.Finance.33814|     country%1:15:00::
|country.n.Sports.2041|     country%1:15:00::
|country.n.bnc.17024|     country%1:15:00::
|country.n.Finance.34123|     country%1:15:00::
|country.n.Sports.2081|     country%1:15:00::
|country.n.bnc.17278|     country%1:15:00::
|country.n.Finance.34188|     not found
|country.n.Sports.2103|     country%1:15:00::
|country.n.bnc.18211|     country%1:15:00::
|country.n.Finance.34231|     not found
|country.n.Sports.2155|     country%1:15:00::
|country.n.bnc.18648|     country%1:15:00::
|country.n.Finance.34272|     not found
|country.n.Sports.2171|     country%1:15:00::
|country.n.bnc.18788|     country%1:15:00::
|country.n.Finance.34602|     country%1:15:00::
|country.n.Sports.2191|     country%1:15:00::
|country.n.bnc.19838|     country%1:15:00::
|country.n.Finance.34681|     not found
|country.n.Sports.2237|     country%1:15:00::
|country.n.bnc.19932|     country%1:15:00::
|country.n.Finance.34817|     not found
|country.n.Sports.2280|     not found
|country.n.bnc.20123|     country%1:15:00::
|country.n.Finance.35141|     not found
|country.n.Sports.2296|     country%1:15:00::
|country.n.bnc.20242|     country%1:15:00::
|country.n.Finance.35283|     country%1:15:00::
|country.n.Sports.2318|     country%1:15:00::
|country.n.bnc.20625|     country%1:15:00::
|country.n.Finance.35527|     country%1:15:00::
|country.n.Sports.2424|     country%1:15:00::
|country.n.bnc.20666|     country%1:15:00::
|country.n.Finance.35833|     not found
|country.n.Sports.2486|     country%1:15:00::
|country.n.bnc.20834|     country%1:15:00::
|country.n.Finance.36526|     not found
|country.n.Sports.2506|     not found
|country.n.bnc.20966|     country%1:15:00::
|country.n.Finance.37456|     not found
|country.n.Sports.2511|     country%1:15:00::
|country.n.bnc.21089|     country%1:15:00::
|country.n.Finance.37938|     country%1:15:00::
|country.n.Sports.2520|     country%1:15:00::
|reserve.n.bnc.4|     reserve%1:07:01::
|reserve.n.Finance.149|     not found
|reserve.n.Sports.4|     reserve%1:07:01::
|reserve.n.bnc.5|     reserve%1:07:01::
|reserve.n.Finance.155|     reserve%1:07:01::
|reserve.n.Sports.28|     reserve%1:07:01::
|reserve.n.bnc.38|     reserve%1:07:01::
|reserve.n.Finance.202|     reserve%1:07:01::
|reserve.n.Sports.30|     not found
|reserve.n.bnc.55|     reserve%1:07:01::
|reserve.n.Finance.786|     not found
|reserve.n.Sports.31|     reserve%1:07:01::
|reserve.n.bnc.66|     reserve%1:07:01::
|reserve.n.Finance.1492|     reserve%1:07:01::
|reserve.n.Sports.35|     reserve%1:07:01::
|reserve.n.bnc.69|     reserve%1:07:01::
|reserve.n.Finance.1598|     reserve%1:07:01::
|reserve.n.Sports.36|     reserve%1:07:01::
|reserve.n.bnc.76|     reserve%1:07:01::
|reserve.n.Finance.2258|     not found
|reserve.n.Sports.51|     not found
|reserve.n.bnc.83|     reserve%1:07:01::
|reserve.n.Finance.2262|     not found
|reserve.n.Sports.52|     reserve%1:07:01::
|reserve.n.bnc.91|     reserve%1:07:01::
|reserve.n.Finance.2308|     not found
|reserve.n.Sports.53|     reserve%1:07:01::
|reserve.n.bnc.92|     reserve%1:07:01::
|reserve.n.Finance.2337|     not found
|reserve.n.Sports.54|     reserve%1:07:01::
|reserve.n.bnc.98|     reserve%1:07:01::
|reserve.n.Finance.3405|     not found
|reserve.n.Sports.56|     not found
|reserve.n.bnc.119|     reserve%1:07:01::
|reserve.n.Finance.3553|     reserve%1:07:01::
|reserve.n.Sports.61|     reserve%1:07:01::
|reserve.n.bnc.130|     reserve%1:07:01::
|reserve.n.Finance.3704|     not found
|reserve.n.Sports.63|     reserve%1:07:01::
|reserve.n.bnc.141|     reserve%1:07:01::
|reserve.n.Finance.4205|     reserve%1:07:01::
|reserve.n.Sports.74|     reserve%1:07:01::
|reserve.n.bnc.143|     reserve%1:07:01::
|reserve.n.Finance.4381|     not found
|reserve.n.Sports.76|     reserve%1:07:01::
|reserve.n.bnc.146|     reserve%1:07:01::
|reserve.n.Finance.4387|     reserve%1:07:01::
|reserve.n.Sports.88|     reserve%1:07:01::
|reserve.n.bnc.147|     reserve%1:07:01::
|reserve.n.Finance.4550|     reserve%1:07:01::
|reserve.n.Sports.96|     not found
|reserve.n.bnc.151|     reserve%1:07:01::
|reserve.n.Finance.4768|     not found
|reserve.n.Sports.103|     reserve%1:07:01::
|reserve.n.bnc.152|     reserve%1:07:01::
|reserve.n.Finance.4867|     not found
|reserve.n.Sports.104|     not found
|reserve.n.bnc.154|     reserve%1:07:01::
|reserve.n.Finance.5098|     not found
|reserve.n.Sports.114|     reserve%1:07:01::
|reserve.n.bnc.157|     reserve%1:07:01::
|reserve.n.Finance.5171|     not found
|reserve.n.Sports.125|     reserve%1:07:01::
|reserve.n.bnc.163|     reserve%1:07:01::
|reserve.n.Finance.5303|     reserve%1:07:01::
|reserve.n.Sports.135|     reserve%1:07:01::
|reserve.n.bnc.181|     reserve%1:07:01::
|reserve.n.Finance.5365|     not found
|reserve.n.Sports.142|     reserve%1:07:01::
|reserve.n.bnc.187|     reserve%1:07:01::
|reserve.n.Finance.5488|     not found
|reserve.n.Sports.146|     reserve%1:07:01::
|reserve.n.bnc.201|     reserve%1:07:01::
|reserve.n.Finance.5490|     reserve%1:07:01::
|reserve.n.Sports.153|     reserve%1:07:01::
|reserve.n.bnc.204|     reserve%1:07:01::
|reserve.n.Finance.5594|     reserve%1:07:01::
|reserve.n.Sports.163|     reserve%1:07:01::
|reserve.n.bnc.210|     reserve%1:07:01::
|reserve.n.Finance.5912|     reserve%1:07:01::
|reserve.n.Sports.164|     not found
|reserve.n.bnc.213|     reserve%1:07:01::
|reserve.n.Finance.5951|     reserve%1:07:01::
|reserve.n.Sports.168|     reserve%1:07:01::
|reserve.n.bnc.220|     reserve%1:07:01::
|reserve.n.Finance.5958|     not found
|reserve.n.Sports.173|     not found
|reserve.n.bnc.225|     reserve%1:07:01::
|reserve.n.Finance.5968|     not found
|reserve.n.Sports.178|     not found
|reserve.n.bnc.241|     reserve%1:07:01::
|reserve.n.Finance.6154|     not found
|reserve.n.Sports.183|     not found
|reserve.n.bnc.242|     reserve%1:07:01::
|reserve.n.Finance.6320|     reserve%1:07:01::
|reserve.n.Sports.188|     reserve%1:07:01::
|reserve.n.bnc.243|     reserve%1:07:01::
|reserve.n.Finance.6367|     reserve%1:07:01::
|reserve.n.Sports.194|     reserve%1:07:01::
|reserve.n.bnc.246|     reserve%1:07:01::
|reserve.n.Finance.6386|     not found
|reserve.n.Sports.195|     not found
|reserve.n.bnc.263|     reserve%1:07:01::
|reserve.n.Finance.6504|     reserve%1:07:01::
|reserve.n.Sports.196|     reserve%1:07:01::
|reserve.n.bnc.286|     reserve%1:07:01::
|reserve.n.Finance.7029|     not found
|reserve.n.Sports.202|     not found
|reserve.n.bnc.290|     reserve%1:07:01::
|reserve.n.Finance.7594|     not found
|reserve.n.Sports.203|     reserve%1:07:01::
|reserve.n.bnc.294|     reserve%1:07:01::
|reserve.n.Finance.7892|     reserve%1:07:01::
|reserve.n.Sports.210|     reserve%1:07:01::
|reserve.n.bnc.295|     reserve%1:07:01::
|reserve.n.Finance.8350|     not found
|reserve.n.Sports.217|     not found
|reserve.n.bnc.301|     reserve%1:07:01::
|reserve.n.Finance.8616|     not found
|reserve.n.Sports.218|     not found
|reserve.n.bnc.302|     reserve%1:07:01::
|reserve.n.Finance.8933|     not found
|reserve.n.Sports.223|     reserve%1:07:01::
|reserve.n.bnc.305|     reserve%1:07:01::
|reserve.n.Finance.9154|     not found
|reserve.n.Sports.226|     reserve%1:07:01::
|reserve.n.bnc.307|     reserve%1:07:01::
|reserve.n.Finance.9248|     reserve%1:07:01::
|reserve.n.Sports.230|     reserve%1:07:01::
|reserve.n.bnc.308|     reserve%1:07:01::
|reserve.n.Finance.9295|     not found
|reserve.n.Sports.239|     not found
|reserve.n.bnc.310|     reserve%1:07:01::
|reserve.n.Finance.9387|     not found
|reserve.n.Sports.245|     reserve%1:07:01::
|reserve.n.bnc.320|     reserve%1:07:01::
|reserve.n.Finance.10097|     not found
|reserve.n.Sports.246|     reserve%1:07:01::
|reserve.n.bnc.321|     reserve%1:07:01::
|reserve.n.Finance.10104|     not found
|reserve.n.Sports.249|     reserve%1:07:01::
|reserve.n.bnc.327|     reserve%1:07:01::
|reserve.n.Finance.10422|     reserve%1:07:01::
|reserve.n.Sports.255|     reserve%1:07:01::
|reserve.n.bnc.331|     reserve%1:07:01::
|reserve.n.Finance.10947|     not found
|reserve.n.Sports.259|     reserve%1:07:01::
|reserve.n.bnc.332|     reserve%1:07:01::
|reserve.n.Finance.11286|     not found
|reserve.n.Sports.265|     reserve%1:07:01::
|reserve.n.bnc.337|     reserve%1:07:01::
|reserve.n.Finance.11548|     reserve%1:07:01::
|reserve.n.Sports.267|     not found
|reserve.n.bnc.342|     reserve%1:07:01::
|reserve.n.Finance.11967|     not found
|reserve.n.Sports.275|     reserve%1:07:01::
|reserve.n.bnc.357|     reserve%1:07:01::
|reserve.n.Finance.12051|     reserve%1:07:01::
|reserve.n.Sports.277|     reserve%1:07:01::
|reserve.n.bnc.362|     reserve%1:07:01::
|reserve.n.Finance.12499|     not found
|reserve.n.Sports.284|     reserve%1:07:01::
|reserve.n.bnc.363|     reserve%1:07:01::
|reserve.n.Finance.12880|     reserve%1:07:01::
|reserve.n.Sports.286|     reserve%1:07:01::
|reserve.n.bnc.364|     reserve%1:07:01::
|reserve.n.Finance.12883|     reserve%1:07:01::
|reserve.n.Sports.310|     reserve%1:07:01::
|reserve.n.bnc.367|     reserve%1:07:01::
|reserve.n.Finance.12942|     reserve%1:07:01::
|reserve.n.Sports.311|     reserve%1:07:01::
|reserve.n.bnc.372|     reserve%1:07:01::
|reserve.n.Finance.13009|     not found
|reserve.n.Sports.322|     not found
|reserve.n.bnc.375|     reserve%1:07:01::
|reserve.n.Finance.13298|     not found
|reserve.n.Sports.329|     not found
|reserve.n.bnc.379|     reserve%1:07:01::
|reserve.n.Finance.13729|     reserve%1:07:01::
|reserve.n.Sports.330|     not found
|reserve.n.bnc.385|     reserve%1:07:01::
|reserve.n.Finance.13796|     reserve%1:07:01::
|reserve.n.Sports.332|     reserve%1:07:01::
|reserve.n.bnc.395|     reserve%1:07:01::
|reserve.n.Finance.13826|     not found
|reserve.n.Sports.334|     reserve%1:07:01::
|reserve.n.bnc.416|     reserve%1:07:01::
|reserve.n.Finance.14042|     reserve%1:07:01::
|reserve.n.Sports.336|     reserve%1:07:01::
|reserve.n.bnc.417|     reserve%1:07:01::
|reserve.n.Finance.14697|     not found
|reserve.n.Sports.342|     reserve%1:07:01::
|reserve.n.bnc.418|     reserve%1:07:01::
|reserve.n.Finance.15112|     reserve%1:07:01::
|reserve.n.Sports.345|     reserve%1:07:01::
|reserve.n.bnc.420|     reserve%1:07:01::
|reserve.n.Finance.15226|     not found
|reserve.n.Sports.346|     reserve%1:07:01::
|reserve.n.bnc.424|     reserve%1:07:01::
|reserve.n.Finance.15278|     not found
|reserve.n.Sports.350|     reserve%1:07:01::
|reserve.n.bnc.435|     reserve%1:07:01::
|reserve.n.Finance.15363|     reserve%1:07:01::
|reserve.n.Sports.360|     reserve%1:07:01::
|reserve.n.bnc.443|     reserve%1:07:01::
|reserve.n.Finance.15519|     not found
|reserve.n.Sports.367|     not found
|reserve.n.bnc.447|     reserve%1:07:01::
|reserve.n.Finance.15673|     reserve%1:07:01::
|reserve.n.Sports.378|     reserve%1:07:01::
|reserve.n.bnc.454|     reserve%1:07:01::
|reserve.n.Finance.15724|     not found
|reserve.n.Sports.385|     reserve%1:07:01::
|reserve.n.bnc.457|     reserve%1:07:01::
|reserve.n.Finance.15893|     not found
|reserve.n.Sports.388|     reserve%1:07:01::
|reserve.n.bnc.460|     reserve%1:07:01::
|reserve.n.Finance.16570|     not found
|reserve.n.Sports.390|     reserve%1:07:01::
|reserve.n.bnc.477|     reserve%1:07:01::
|reserve.n.Finance.16762|     not found
|reserve.n.Sports.394|     not found
|reserve.n.bnc.478|     reserve%1:07:01::
|reserve.n.Finance.17013|     not found
|reserve.n.Sports.395|     not found
|reserve.n.bnc.479|     reserve%1:07:01::
|reserve.n.Finance.17282|     not found
|reserve.n.Sports.398|     reserve%1:07:01::
|reserve.n.bnc.481|     reserve%1:07:01::
|reserve.n.Finance.17434|     not found
|reserve.n.Sports.400|     reserve%1:07:01::
|reserve.n.bnc.483|     reserve%1:07:01::
|reserve.n.Finance.17551|     not found
|reserve.n.Sports.402|     reserve%1:07:01::
|reserve.n.bnc.484|     reserve%1:07:01::
|reserve.n.Finance.18705|     not found
|reserve.n.Sports.405|     not found
|reserve.n.bnc.490|     reserve%1:07:01::
|reserve.n.Finance.19224|     not found
|reserve.n.Sports.407|     not found
|reserve.n.bnc.500|     reserve%1:07:01::
|reserve.n.Finance.19352|     not found
|reserve.n.Sports.408|     reserve%1:07:01::
|reserve.n.bnc.503|     reserve%1:07:01::
|reserve.n.Finance.19497|     not found
|reserve.n.Sports.413|     reserve%1:07:01::
|reserve.n.bnc.522|     reserve%1:07:01::
|reserve.n.Finance.19517|     not found
|reserve.n.Sports.420|     not found
|reserve.n.bnc.524|     reserve%1:07:01::
|reserve.n.Finance.19537|     reserve%1:07:01::
|reserve.n.Sports.428|     reserve%1:07:01::
|reserve.n.bnc.527|     reserve%1:07:01::
|reserve.n.Finance.19935|     not found
|reserve.n.Sports.434|     not found
|reserve.n.bnc.529|     reserve%1:07:01::
|reserve.n.Finance.20083|     not found
|reserve.n.Sports.438|     not found
|reserve.n.bnc.540|     reserve%1:07:01::
|reserve.n.Finance.20095|     not found
|reserve.n.Sports.443|     reserve%1:07:01::
|reserve.n.bnc.551|     reserve%1:07:01::
|reserve.n.Finance.20122|     reserve%1:07:01::
|reserve.n.Sports.455|     not found
|reserve.n.bnc.564|     reserve%1:07:01::
|reserve.n.Finance.20405|     not found
|reserve.n.Sports.460|     reserve%1:07:01::
|reserve.n.bnc.566|     reserve%1:07:01::
|reserve.n.Finance.20484|     not found
|reserve.n.Sports.462|     reserve%1:07:01::
|reserve.n.bnc.569|     reserve%1:07:01::
|reserve.n.Finance.20687|     reserve%1:07:01::
|reserve.n.Sports.463|     not found
|reserve.n.bnc.583|     reserve%1:07:01::
|reserve.n.Finance.20691|     not found
|reserve.n.Sports.469|     not found
|reserve.n.bnc.585|     reserve%1:07:01::
|reserve.n.Finance.20759|     not found
|reserve.n.Sports.477|     reserve%1:07:01::
|reserve.n.bnc.594|     reserve%1:07:01::
|reserve.n.Finance.20816|     not found
|reserve.n.Sports.487|     not found
|reserve.n.bnc.602|     reserve%1:07:01::
|reserve.n.Finance.20900|     reserve%1:07:01::
|reserve.n.Sports.489|     reserve%1:07:01::
|reserve.n.bnc.608|     reserve%1:07:01::
|reserve.n.Sports.492|     reserve%1:07:01::
|reserve.n.bnc.618|     reserve%1:07:01::
|reserve.n.Sports.498|     reserve%1:07:01::
|reserve.n.bnc.624|     reserve%1:07:01::
|reserve.n.Sports.501|     not found
|reserve.n.bnc.625|     reserve%1:07:01::
|reserve.n.Sports.502|     reserve%1:07:01::
|reserve.n.bnc.634|     reserve%1:07:01::
|reserve.n.Sports.503|     reserve%1:07:01::
|right.n.bnc.125|     right%1:07:00::
|right.n.Finance.4|     right%1:07:00::
|right.n.Sports.4|     right%1:07:00::
|right.n.bnc.194|     right%1:07:00::
|right.n.Finance.27|     right%1:07:00::
|right.n.Sports.6|     right%1:07:00::
|right.n.bnc.239|     right%1:07:00::
|right.n.Finance.42|     right%1:07:00::
|right.n.Sports.11|     right%1:07:00::
|right.n.bnc.245|     right%1:07:00::
|right.n.Finance.46|     right%1:07:00::
|right.n.Sports.20|     right%1:07:00::
|right.n.bnc.435|     right%1:07:00::
|right.n.Finance.66|     right%1:07:00::
|right.n.Sports.26|     right%1:07:00::
|right.n.bnc.438|     right%1:07:00::
|right.n.Finance.100|     right%1:07:00::
|right.n.Sports.31|     right%1:07:00::
|right.n.bnc.487|     right%1:07:00::
|right.n.Finance.115|     right%1:07:00::
|right.n.Sports.47|     right%1:07:00::
|right.n.bnc.586|     right%1:07:00::
|right.n.Finance.120|     right%1:07:00::
|right.n.Sports.51|     right%1:07:00::
|right.n.bnc.694|     right%1:07:00::
|right.n.Finance.135|     right%1:07:00::
|right.n.Sports.54|     right%1:07:00::
|right.n.bnc.711|     right%1:07:00::
|right.n.Finance.143|     right%1:07:00::
|right.n.Sports.57|     right%1:07:00::
|right.n.bnc.763|     right%1:07:00::
|right.n.Finance.152|     right%1:07:00::
|right.n.Sports.59|     right%1:07:00::
|right.n.bnc.774|     right%1:07:00::
|right.n.Finance.199|     right%1:07:00::
|right.n.Sports.65|     right%1:07:00::
|right.n.bnc.910|     right%1:07:00::
|right.n.Finance.208|     right%1:07:00::
|right.n.Sports.66|     right%1:07:00::
|right.n.bnc.952|     right%1:07:00::
|right.n.Finance.222|     right%1:07:00::
|right.n.Sports.70|     right%1:07:00::
|right.n.bnc.1134|     right%1:07:00::
|right.n.Finance.225|     right%1:07:00::
|right.n.Sports.84|     right%1:07:00::
|right.n.bnc.1337|     right%1:07:00::
|right.n.Finance.250|     right%1:07:00::
